id,pid,type,x,y,attr,person,img_id,hidden
7,1,Right Ear,178,96,,0,Tamil Nadu Chola_I112.png,False
8,1,Left Shoulder,228,128,,0,Tamil Nadu Chola_I112.png,False
9,8,Left Elbow,239,187,,0,Tamil Nadu Chola_I112.png,False
10,9,Left Wrist,237,232,,0,Tamil Nadu Chola_I112.png,False
11,8,Left Elbow,258,197,,0,Tamil Nadu Chola_I112.png,False
12,11,Left Wrist,270,155,,0,Tamil Nadu Chola_I112.png,False
13,1,Right Shoulder,162,129,,0,Tamil Nadu Chola_I112.png,False
14,13,Right Elbow,153,176,,0,Tamil Nadu Chola_I112.png,True
15,13,Right Elbow,135,196,,0,Tamil Nadu Chola_I112.png,False
16,15,Right Wrist,130,166,,0,Tamil Nadu Chola_I112.png,False
17,1,Left Hip,218,198,,0,Tamil Nadu Chola_I112.png,False
18,17,Left Knee,215,294,,0,Tamil Nadu Chola_I112.png,False
19,1,Right Hip,176,195,,0,Tamil Nadu Chola_I112.png,False
20,19,Right Knee,177,294,,0,Tamil Nadu Chola_I112.png,False
0,-1,Root,0,0,Stone craved vishnu avatar in standing posture,0,Tamil Nadu Chola_I113.png,True
1,0,Forehead,610,485,,0,Tamil Nadu Chola_I113.png,False
2,1,Nose,602,594,,0,Tamil Nadu Chola_I113.png,False
3,1,Mouth,602,626,,0,Tamil Nadu Chola_I113.png,False
4,1,Left Eye,650,505,,0,Tamil Nadu Chola_I113.png,False
5,1,Right Eye,546,509,,0,Tamil Nadu Chola_I113.png,False
6,1,Left Ear,710,618,,0,Tamil Nadu Chola_I113.png,False
7,1,Right Ear,497,630,,0,Tamil Nadu Chola_I113.png,False
8,1,Left Shoulder,819,750,,0,Tamil Nadu Chola_I113.png,False
9,8,Left Elbow,867,1108,,0,Tamil Nadu Chola_I113.png,False
10,9,Left Wrist,855,1236,,0,Tamil Nadu Chola_I113.png,False
11,8,Left Elbow,935,1188,,0,Tamil Nadu Chola_I113.png,False
12,11,Left Wrist,1092,995,,0,Tamil Nadu Chola_I113.png,False
13,1,Right Shoulder,349,742,,0,Tamil Nadu Chola_I113.png,False
14,13,Right Elbow,317,1200,,0,Tamil Nadu Chola_I113.png,False
15,14,Right Wrist,341,1140,,0,Tamil Nadu Chola_I113.png,False
16,13,Right Elbow,257,1180,,0,Tamil Nadu Chola_I113.png,False
17,16,Right Wrist,108,983,,0,Tamil Nadu Chola_I113.png,False
18,1,Left Hip,746,1236,,0,Tamil Nadu Chola_I113.png,False
19,18,Left Knee,698,1770,,0,Tamil Nadu Chola_I113.png,False
20,19,Left Ankle,682,2216,,0,Tamil Nadu Chola_I113.png,False
21,1,Right Hip,445,1228,,0,Tamil Nadu Chola_I113.png,False
22,21,Right Knee,485,1819,,0,Tamil Nadu Chola_I113.png,False
23,22,Right Ankle,530,2208,,0,Tamil Nadu Chola_I113.png,False
0,-1,Root,0,0,Stone craved human sculpture,0,Tamil Nadu Chola_I114.png,True
1,0,Forehead,717,598,,0,Tamil Nadu Chola_I114.png,False
2,1,Nose,702,724,,0,Tamil Nadu Chola_I114.png,False
3,1,Mouth,705,789,,0,Tamil Nadu Chola_I114.png,False
4,1,Left Eye,793,648,,0,Tamil Nadu Chola_I114.png,False
5,1,Right Eye,642,652,,0,Tamil Nadu Chola_I114.png,False
6,1,Left Ear,865,749,,0,Tamil Nadu Chola_I114.png,False
7,1,Right Ear,564,742,,0,Tamil Nadu Chola_I114.png,False
8,1,Left Shoulder,978,890,,0,Tamil Nadu Chola_I114.png,False
9,8,Left Elbow,971,1288,,0,Tamil Nadu Chola_I114.png,False
10,9,Left Wrist,1050,1360,,0,Tamil Nadu Chola_I114.png,False
11,1,Right Shoulder,457,921,,0,Tamil Nadu Chola_I114.png,False
12,11,Right Elbow,507,1250,,0,Tamil Nadu Chola_I114.png,False
13,12,Right Wrist,432,1357,,0,Tamil Nadu Chola_I114.png,False
14,1,Left Hip,896,1376,,0,Tamil Nadu Chola_I114.png,False
15,14,Left Knee,1166,1570,,0,Tamil Nadu Chola_I114.png,False
16,1,Right Hip,586,1429,,0,Tamil Nadu Chola_I114.png,False
17,16,Right Knee,231,1557,,0,Tamil Nadu Chola_I114.png,False
18,17,Right Ankle,470,1667,,0,Tamil Nadu Chola_I114.png,False
0,-1,Root,0,0,Bronze sculpture of god shiva in Nataraja dancing avatar,0,Tamil Nadu Chola_I115.png,True
1,0,Forehead,789,592,,0,Tamil Nadu Chola_I115.png,False
2,1,Nose,796,648,,0,Tamil Nadu Chola_I115.png,False
3,1,Mouth,796,680,,0,Tamil Nadu Chola_I115.png,False
4,1,Left Eye,818,611,,0,Tamil Nadu Chola_I115.png,False
5,1,Right Eye,749,608,,0,Tamil Nadu Chola_I115.png,False
6,1,Left Ear,847,660,,0,Tamil Nadu Chola_I115.png,False
7,1,Right Ear,727,658,,0,Tamil Nadu Chola_I115.png,False
8,1,Left Shoulder,852,743,,0,Tamil Nadu Chola_I115.png,False
9,8,Left Elbow,751,803,,0,Tamil Nadu Chola_I115.png,False
10,9,Left Wrist,606,854,,0,Tamil Nadu Chola_I115.png,False
11,8,Left Elbow,971,852,,0,Tamil Nadu Chola_I115.png,False
12,11,Left Wrist,1082,790,,0,Tamil Nadu Chola_I115.png,False
13,1,Right Shoulder,691,704,,0,Tamil Nadu Chola_I115.png,False
14,13,Right Elbow,590,797,,0,Tamil Nadu Chola_I115.png,False
15,14,Right Wrist,510,797,,0,Tamil Nadu Chola_I115.png,False
16,13,Right Elbow,551,740,,0,Tamil Nadu Chola_I115.png,True
17,16,Right Wrist,427,707,,0,Tamil Nadu Chola_I115.png,False
18,1,Left Hip,857,922,,0,Tamil Nadu Chola_I115.png,False
19,18,Left Knee,694,1015,,0,Tamil Nadu Chola_I115.png,False
20,19,Left Ankle,512,1147,,0,Tamil Nadu Chola_I115.png,False
21,18,Left Knee,782,953,,0,Tamil Nadu Chola_I115.png,False
22,1,Right Hip,779,966,,0,Tamil Nadu Chola_I115.png,False
23,22,Right Knee,696,1158,,0,Tamil Nadu Chola_I115.png,False
24,23,Right Ankle,777,1290,,0,Tamil Nadu Chola_I115.png,False
0,-1,Root,0,0,Metal sculpture of lord of the dance,0,Tamil Nadu Chola_I116.png,True
1,0,Forehead,165,101,,0,Tamil Nadu Chola_I116.png,False
2,1,Nose,167,119,,0,Tamil Nadu Chola_I116.png,False
3,1,Mouth,168,126,,0,Tamil Nadu Chola_I116.png,False
4,1,Left Eye,176,106,,0,Tamil Nadu Chola_I116.png,False
5,1,Right Eye,159,109,,0,Tamil Nadu Chola_I116.png,False
6,1,Left Ear,185,120,,0,Tamil Nadu Chola_I116.png,False
7,1,Right Ear,148,121,,0,Tamil Nadu Chola_I116.png,False
8,1,Left Shoulder,203,142,,0,Tamil Nadu Chola_I116.png,False
9,8,Left Elbow,185,188,,0,Tamil Nadu Chola_I116.png,False
10,9,Left Wrist,151,204,,0,Tamil Nadu Chola_I116.png,False
11,8,Left Elbow,259,183,,0,Tamil Nadu Chola_I116.png,False
12,11,Left Wrist,288,151,,0,Tamil Nadu Chola_I116.png,False
13,1,Right Shoulder,130,158,,0,Tamil Nadu Chola_I116.png,False
14,13,Right Elbow,107,209,,0,Tamil Nadu Chola_I116.png,False
15,14,Right Wrist,92,199,,0,Tamil Nadu Chola_I116.png,False
16,13,Right Elbow,75,190,,0,Tamil Nadu Chola_I116.png,False
17,16,Right Wrist,49,153,,0,Tamil Nadu Chola_I116.png,False
18,1,Left Hip,186,226,,0,Tamil Nadu Chola_I116.png,False
19,18,Left Knee,247,290,,0,Tamil Nadu Chola_I116.png,False
20,19,Left Ankle,195,344,,0,Tamil Nadu Chola_I116.png,False
21,1,Right Hip,148,233,,0,Tamil Nadu Chola_I116.png,False
22,21,Right Knee,114,314,,0,Tamil Nadu Chola_I116.png,False
23,22,Right Ankle,169,363,,0,Tamil Nadu Chola_I116.png,False
0,-1,Root,0,0,Indian god sculpture with vahan as cow,0,Tamil Nadu Chola_I117.png,True
1,0,Forehead,144,121,,0,Tamil Nadu Chola_I117.png,False
2,1,Nose,144,129,,0,Tamil Nadu Chola_I117.png,False
3,1,Mouth,144,134,,0,Tamil Nadu Chola_I117.png,False
4,1,Left Eye,151,124,,0,Tamil Nadu Chola_I117.png,False
5,1,Right Eye,139,124,,0,Tamil Nadu Chola_I117.png,False
6,1,Left Ear,158,133,,0,Tamil Nadu Chola_I117.png,False
7,1,Right Ear,135,134,,0,Tamil Nadu Chola_I117.png,True
8,1,Left Shoulder,163,141,,0,Tamil Nadu Chola_I117.png,False
9,8,Left Elbow,178,173,,0,Tamil Nadu Chola_I117.png,False
10,9,Left Wrist,183,161,,0,Tamil Nadu Chola_I117.png,False
11,1,Right Shoulder,132,149,,0,Tamil Nadu Chola_I117.png,False
12,11,Right Elbow,112,169,,0,Tamil Nadu Chola_I117.png,False
13,12,Right Wrist,93,160,,0,Tamil Nadu Chola_I117.png,False
14,1,Left Hip,167,182,,0,Tamil Nadu Chola_I117.png,False
15,14,Left Knee,167,238,,0,Tamil Nadu Chola_I117.png,False
16,15,Left Ankle,160,277,,0,Tamil Nadu Chola_I117.png,False
17,1,Right Hip,145,190,,0,Tamil Nadu Chola_I117.png,False
18,17,Right Knee,144,240,,0,Tamil Nadu Chola_I117.png,False
19,18,Right Ankle,142,277,,0,Tamil Nadu Chola_I117.png,False
0,-1,Root,0,0,Indian goddess sculture in standing position,0,Tamil Nadu Chola_I118.png,True
1,0,Forehead,110,66,,0,Tamil Nadu Chola_I118.png,False
2,1,Nose,109,76,,0,Tamil Nadu Chola_I118.png,False
3,1,Mouth,110,83,,0,Tamil Nadu Chola_I118.png,False
4,1,Left Eye,118,73,,0,Tamil Nadu Chola_I118.png,False
5,1,Right Eye,102,72,,0,Tamil Nadu Chola_I118.png,False
6,1,Left Ear,129,92,,0,Tamil Nadu Chola_I118.png,False
7,1,Right Ear,94,88,,0,Tamil Nadu Chola_I118.png,False
8,1,Left Shoulder,142,110,,0,Tamil Nadu Chola_I118.png,False
9,8,Left Elbow,143,177,,0,Tamil Nadu Chola_I118.png,False
10,9,Left Wrist,150,215,,0,Tamil Nadu Chola_I118.png,False
11,1,Right Shoulder,83,105,,0,Tamil Nadu Chola_I118.png,False
12,11,Right Elbow,73,143,,0,Tamil Nadu Chola_I118.png,True
13,12,Right Wrist,66,164,,0,Tamil Nadu Chola_I118.png,False
14,1,Left Hip,113,181,,0,Tamil Nadu Chola_I118.png,False
15,14,Left Knee,114,258,,0,Tamil Nadu Chola_I118.png,False
16,15,Left Ankle,123,317,,0,Tamil Nadu Chola_I118.png,False
17,1,Right Hip,79,175,,0,Tamil Nadu Chola_I118.png,False
18,17,Right Knee,81,261,,0,Tamil Nadu Chola_I118.png,False
19,18,Right Ankle,99,317,,0,Tamil Nadu Chola_I118.png,False
0,-1,Root,0,0,Indian goddess sculture holding kalish in one hand ,1,Tamil Nadu Chola_I118.png,True
1,0,Forehead,165,233,,1,Tamil Nadu Chola_I118.png,False
2,1,Nose,164,238,,1,Tamil Nadu Chola_I118.png,False
3,1,Mouth,165,242,,1,Tamil Nadu Chola_I118.png,True
4,1,Left Eye,171,241,,1,Tamil Nadu Chola_I118.png,True
5,1,Right Eye,159,235,,1,Tamil Nadu Chola_I118.png,True
6,1,Left Ear,175,245,,1,Tamil Nadu Chola_I118.png,True
7,1,Right Ear,158,242,,1,Tamil Nadu Chola_I118.png,True
8,1,Left Shoulder,174,252,,1,Tamil Nadu Chola_I118.png,False
9,8,Left Elbow,182,272,,1,Tamil Nadu Chola_I118.png,False
10,9,Left Wrist,192,261,,1,Tamil Nadu Chola_I118.png,False
11,1,Right Shoulder,154,252,,1,Tamil Nadu Chola_I118.png,False
12,11,Right Elbow,146,267,,1,Tamil Nadu Chola_I118.png,False
13,12,Right Wrist,143,282,,1,Tamil Nadu Chola_I118.png,False
14,1,Left Hip,172,275,,1,Tamil Nadu Chola_I118.png,False
15,14,Left Knee,169,303,,1,Tamil Nadu Chola_I118.png,False
16,15,Left Ankle,165,322,,1,Tamil Nadu Chola_I118.png,False
17,1,Right Hip,156,274,,1,Tamil Nadu Chola_I118.png,False
18,17,Right Knee,154,301,,1,Tamil Nadu Chola_I118.png,False
19,18,Right Ankle,152,326,,1,Tamil Nadu Chola_I118.png,False
0,-1,Root,0,0,Stone craved indian goddess sculpture in standing position,0,Tamil Nadu Chola_I119.png,True
1,0,Forehead,188,143,,0,Tamil Nadu Chola_I119.png,False
2,1,Nose,195,167,,0,Tamil Nadu Chola_I119.png,False
3,1,Mouth,196,183,,0,Tamil Nadu Chola_I119.png,False
4,1,Left Eye,208,152,,0,Tamil Nadu Chola_I119.png,False
5,1,Right Eye,180,157,,0,Tamil Nadu Chola_I119.png,False
6,1,Left Ear,224,177,,0,Tamil Nadu Chola_I119.png,False
7,1,Right Ear,164,184,,0,Tamil Nadu Chola_I119.png,False
8,1,Left Shoulder,246,216,,0,Tamil Nadu Chola_I119.png,False
9,8,Left Elbow,273,354,,0,Tamil Nadu Chola_I119.png,True
10,9,Left Wrist,278,324,,0,Tamil Nadu Chola_I119.png,True
11,1,Right Shoulder,140,235,,0,Tamil Nadu Chola_I119.png,False
12,11,Right Elbow,120,354,,0,Tamil Nadu Chola_I119.png,False
13,12,Right Wrist,124,433,,0,Tamil Nadu Chola_I119.png,False
14,1,Left Hip,245,382,,0,Tamil Nadu Chola_I119.png,False
15,14,Left Knee,206,549,,0,Tamil Nadu Chola_I119.png,False
16,15,Left Ankle,202,658,,0,Tamil Nadu Chola_I119.png,False
17,1,Right Hip,172,377,,0,Tamil Nadu Chola_I119.png,False
18,17,Right Knee,144,540,,0,Tamil Nadu Chola_I119.png,False
19,18,Right Ankle,151,654,,0,Tamil Nadu Chola_I119.png,False
0,-1,Root,0,0,Metal sculpture of human in a standing position,0,Tamil Nadu Chola_I120.png,True
1,0,Forehead,364,305,,0,Tamil Nadu Chola_I120.png,False
2,1,Nose,364,336,,0,Tamil Nadu Chola_I120.png,False
3,1,Mouth,362,369,,0,Tamil Nadu Chola_I120.png,False
4,1,Left Eye,397,312,,0,Tamil Nadu Chola_I120.png,False
5,1,Right Eye,352,315,,0,Tamil Nadu Chola_I120.png,True
6,1,Left Ear,465,373,,0,Tamil Nadu Chola_I120.png,False
7,1,Right Ear,340,373,,0,Tamil Nadu Chola_I120.png,True
8,1,Left Shoulder,507,418,,0,Tamil Nadu Chola_I120.png,False
9,8,Left Elbow,651,474,,0,Tamil Nadu Chola_I120.png,False
10,9,Left Wrist,618,359,,0,Tamil Nadu Chola_I120.png,False
11,1,Right Shoulder,317,437,,0,Tamil Nadu Chola_I120.png,False
12,11,Right Elbow,270,625,,0,Tamil Nadu Chola_I120.png,False
13,12,Right Wrist,199,658,,0,Tamil Nadu Chola_I120.png,False
14,1,Left Hip,418,698,,0,Tamil Nadu Chola_I120.png,False
15,14,Left Knee,446,968,,0,Tamil Nadu Chola_I120.png,False
16,15,Left Ankle,458,1196,,0,Tamil Nadu Chola_I120.png,False
17,1,Right Hip,319,681,,0,Tamil Nadu Chola_I120.png,False
18,17,Right Knee,355,994,,0,Tamil Nadu Chola_I120.png,False
19,17,Right Knee,350,1003,,0,Tamil Nadu Chola_I120.png,False
20,19,Right Ankle,352,1208,,0,Tamil Nadu Chola_I120.png,False
